id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75362,-73.98377,Entire home/apt,175,3,48,2019-11-04,0.37,2,365
3831,"Whole flr w/private bdrm, bath & kitchen(pls read)",4869,LisaRoxanne,Brooklyn,Clinton Hill,40.68514,-73.95976,Entire home/apt,75,1,340,2020-08-01,4.75,1,265
5121,BlissArtsSpace!,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,Private room,60,29,50,2019-12-02,0.37,1,365
5136,"Spacious Brooklyn Duplex, Patio + Garden",7378,Rebecca,Brooklyn,Sunset Park,40.6612,-73.99423,Entire home/apt,175,14,1,2014-01-02,0.01,1,295
5178,Large Furnished Room Near B'way　,8967,Shunichi,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,65,2,473,2020-03-15,3.44,1,340
5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.80178,-73.96723,Private room,75,2,118,2017-07-21,0.89,1,0
5238,Cute & Cozy Lower East Side 1 bdrm,7549,Ben,Manhattan,Chinatown,40.71344,-73.99037,Entire home/apt,140,1,161,2019-07-29,1.21,4,274
5552,Spacious river view in the West Village,8380,Maria,Manhattan,West Village,40.73552,-74.01042,Entire home/apt,160,3,66,2019-08-10,0.49,1,178
5803,"Lovely Room 1, Garden, Best Area, Legal rental",9744,Laurie,Brooklyn,South Slope,40.66829,-73.98779,Private room,88,4,180,2020-03-18,1.31,3,344
6021,Wonderful Guest Bedroom in Manhattan CENTRAL PARK,11528,Claudio,Manhattan,Upper West Side,40.79826,-73.96113,Private room,85,2,123,2019-12-09,0.90,1,365
6090,West Village Nest - Superhost,11975,Alina,Manhattan,West Village,40.7353,-74.00525,Entire home/apt,65,30,29,2020-07-25,0.22,1,197
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70837,-73.95352,Entire home/apt,109,2,181,2020-03-16,1.32,1,0
6990,UES Beautiful Blue Room / 2 Bedrooms,16800,Cyn,Manhattan,East Harlem,40.78962,-73.94802,Entire home/apt,239,4,233,2019-12-09,1.77,1,365
7097,Perfect for Your Parents + Garden; Germ-Free,17571,Jane,Brooklyn,Fort Greene,40.69121,-73.97277,Entire home/apt,182,1,229,2020-07-20,1.78,2,325
7750,2 Furnished bedrooms next to Central Park,17985,Sing,Manhattan,East Harlem,40.79685,-73.94872,Private room,96,14,0,,,2,178
7801,Sweet and Spacious Brooklyn Loft,21207,Chaya,Brooklyn,Williamsburg,40.71842,-73.95718,Entire home/apt,299,3,9,2011-12-28,0.07,1,337
8490,"MAISON DES SIRENES1,bohemian apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,Entire home/apt,120,2,115,2020-08-13,0.86,2,319
8505,Sunny Bedroom Across Prospect Park,25326,Gregory,Brooklyn,Windsor Terrace,40.65599,-73.97519,Private room,135,1,23,2019-10-14,0.84,2,89
8700,Magnifique Suite au N de Manhattan - vue Cloitres,26394,Claude & Sophie,Manhattan,Inwood,40.86754,-73.92639,Private room,86,4,0,,,1,0
9657,Modern 1 BR / NYC / EAST VILLAGE,21904,Dana,Manhattan,East Village,40.7292,-73.98542,Entire home/apt,220,3,33,2019-11-11,0.25,1,90
9704,Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,40.81305,-73.95466,Private room,55,2,98,2020-03-14,1.30,1,354
10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,Private room,70,3,75,2019-10-12,0.60,2,365
10962,"Lovely Room 2; Garden; Best area, Legal",9744,Laurie,Brooklyn,South Slope,40.66869,-73.9878,Private room,88,4,180,2020-08-03,1.36,3,365
11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,1,0,,,1,365
12048,LowerEastSide apt share shortterm 1,7549,Ben,Manhattan,Lower East Side,40.71401,-73.98917,Shared room,40,1,219,2019-11-13,1.67,4,226
12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.7229,-73.98199,Private room,40,2,262,2020-03-17,1.99,2,46
12343,BEST BET IN HARLEM,47727,Earl,Manhattan,Harlem,40.81175,-73.94478,Entire home/apt,150,7,107,2019-12-07,0.83,1,364
12627,Entire apartment in central Brooklyn neighborhood.,49670,Rana,Brooklyn,Prospect-Lefferts Gardens,40.65944,-73.96238,Entire home/apt,95,30,13,2019-12-05,0.36,1,156
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74771,-73.9474,Private room,130,2,280,2020-03-15,2.26,1,246
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.68111,-73.95591,Entire home/apt,100,5,66,2020-03-02,0.51,1,19
13050,bright and stylish duplex,50846,Jennifer,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,Entire home/apt,120,3,12,2019-07-13,0.10,1,137
13121,(E) RIGHT ON BUDGET,27848,Jullett,Queens,Jamaica,40.67117,-73.76576,Private room,75,2,65,2018-05-28,0.53,6,365
13394,Fort Greene brownstone,52335,Alexander,Brooklyn,Fort Greene,40.69142,-73.97376,Private room,70,1,143,2020-03-19,1.11,1,170
13677,Beautiful Attic bedroom Chelsea!,53621,Monica,Manhattan,Chelsea,40.74395,-73.99451,Private room,150,2,69,2014-01-06,0.58,3,365
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,81,2,141,2020-07-12,1.14,3,339
14290,* ORIGINAL BROOKLYN LOFT *,56104,James,Brooklyn,Williamsburg,40.7042,-73.9356,Entire home/apt,131,3,95,2020-05-28,0.73,1,164
14314,Greenpoint Place...Has It All!,56246,Jeanne,Brooklyn,Greenpoint,40.73506,-73.95392,Entire home/apt,150,2,180,2020-03-14,6.59,1,0
14322,Beautiful Apartment in Manhattan!!!,56284,Francesca,Manhattan,Kips Bay,40.73961,-73.98074,Entire home/apt,200,7,20,2019-12-31,0.20,1,358
14377,Williamsburg 1 bedroom Apartment,56512,Joanna,Brooklyn,Williamsburg,40.70881,-73.9593,Entire home/apt,175,10,113,2020-01-24,0.87,1,165
14991,"Great Location, Manhattan Bedroom!",59023,Bianca,Manhattan,Lower East Side,40.72004,-73.99104,Private room,110,5,19,2019-05-18,0.15,1,365
15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,Manhattan,Hell's Kitchen,40.75531,-73.99293,Private room,69,2,325,2020-07-19,2.51,2,341
15341,Bright Nolita Apt w Doorman & Elevator*,60049,Ted,Manhattan,Nolita,40.72297,-73.99684,Entire home/apt,150,7,25,2019-10-07,0.30,1,90
15385,"Very, very cozy place",60252,Cristina,Brooklyn,Williamsburg,40.71185,-73.96204,Private room,80,7,49,2020-02-07,0.39,1,229
15396,Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,40.74623,-73.9953,Entire home/apt,375,14,5,2018-11-03,0.09,1,157
15711,2 bedroom Upper East Side (pool closed For Covid),61491,D,Manhattan,Upper East Side,40.77065,-73.95269,Entire home/apt,180,29,83,2020-07-08,0.64,2,341
15962,An East Village winter adventure!,62407,Edward,Manhattan,East Village,40.7236,-73.98466,Entire home/apt,130,3,58,2015-11-18,0.46,1,88
16050,Penthouse share - 3 month minimum stay required,62654,Cathy,Manhattan,Hell's Kitchen,40.7664,-73.98354,Private room,65,1,0,,,1,365
16326,Comfortable 4-bedroom apt in family house.,63588,Dimitri,Brooklyn,Prospect Heights,40.67811,-73.96428,Entire home/apt,130,30,150,2020-06-27,1.24,2,321
16338,Double Room w Private Deck Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69,-73.96788,Private room,55,7,28,2020-04-01,0.22,2,264
16421,Your Heaven in Hells Kitchen,63924,Mark,Manhattan,Hell's Kitchen,40.75979,-73.99119,Private room,55,30,196,2020-08-14,1.51,1,364
16458,Light-filled 2B duplex in the heart of Park Slope!,64056,Sara,Brooklyn,Park Slope,40.67343,-73.98338,Entire home/apt,250,3,4,2017-09-24,0.11,1,0
16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.72649,-73.97904,Private room,72,1,406,2020-07-21,4.77,1,155
16595,LOFT HAVEN ~ Six Windows ~ Bricks ~ Plants ~ Quiet,64522,Daniel,Brooklyn,Williamsburg,40.70933,-73.96792,Entire home/apt,271,1,172,2020-07-14,1.44,1,365
16821,Large Room in Amazing East Village Apt,4396,Casey,Manhattan,East Village,40.72298,-73.98474,Private room,57,1,118,2020-07-25,1.21,2,358
16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.80164,-73.93922,Entire home/apt,325,4,212,2020-03-07,1.64,1,240
17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72162,-73.98008,Entire home/apt,220,5,53,2020-03-18,0.42,1,177
17092,Cool Room in Hell's Kitchen,66243,Enzo,Manhattan,Hell's Kitchen,40.76342,-73.98865,Private room,55,20,29,2020-01-01,0.44,1,195
17693,"HARLEM, NEW YORK WELCOMES YOU!!",68428,Tye And Etienne,Manhattan,Washington Heights,40.83139,-73.94095,Private room,65,2,60,2019-12-08,1.36,2,365
17747,BLUE TRIM GUEST HOUSE,68599,George,Brooklyn,Clinton Hill,40.68346,-73.96374,Private room,75,2,128,2020-03-08,1.01,1,364
18127,Charming East Village One Bedroom Flat,69829,Josh,Manhattan,East Village,40.72828,-73.98801,Entire home/apt,176,5,21,2019-01-02,0.17,1,356
18195,King of Queens w/ Private Bathroom,70091,Justin,Queens,Woodside,40.7459,-73.90764,Private room,90,7,22,2020-05-16,0.17,2,332
18198,Little King of Queens,70091,Justin,Queens,Woodside,40.75038,-73.90334,Private room,75,14,27,2020-04-30,0.21,2,14
18728,Beautiful Meatpacking District Loft!,71876,DAVID And RICK,Manhattan,Chelsea,40.74138,-74.00197,Private room,150,4,184,2020-03-09,1.60,1,329
18764,Cozy 2 BR in Williamsburg,72014,Yvelisa,Brooklyn,Williamsburg,40.71154,-73.96112,Private room,145,3,63,2019-08-04,0.50,2,365
19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Manhattan,Harlem,40.82915,-73.95136,Entire home/apt,110,31,57,2020-07-31,0.46,1,348
19169,Entire 2 Bedroom - Large & Sunny,73128,Jo,Manhattan,Lower East Side,40.71851,-73.98892,Entire home/apt,350,33,77,2020-01-03,0.61,1,358
19282,"Sunny, Spacious Top Floor Haven",73469,Gaia,Brooklyn,Flatbush,40.65401,-73.96323,Entire home/apt,130,6,17,2019-07-20,0.14,1,246
19601,perfect for a family or small group,74303,Maggie,Brooklyn,Brooklyn Heights,40.69723,-73.99268,Entire home/apt,2000,1,25,2016-08-04,0.21,1,134
20300,Great Location for NYC,76627,Pas,Manhattan,East Village,40.72912,-73.98057,Private room,50,1,2,2016-02-14,0.04,1,0
20611,Cozy Bedroom in Williamsburg 3 BR,72014,Yvelisa,Brooklyn,Williamsburg,40.71156,-73.96218,Private room,85,3,193,2019-12-18,1.52,2,365
20717,Room in Brownstone B/Q feet away,78353,Guillaume,Brooklyn,Prospect Heights,40.67832,-73.97243,Private room,85,1,43,2020-03-17,0.52,3,312
20724,Sunny room+Pvte office in huge loft,961342,Augustin,Brooklyn,Bushwick,40.70032,-73.9383,Private room,45,5,30,2019-11-10,0.30,1,345
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68634,-73.966,Private room,98,7,19,2020-04-25,0.20,5,349
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70984,-73.95775,Entire home/apt,80,5,168,2018-07-22,1.40,1,0
21456,Light-filled classic Central Park,42032,Dana,Manhattan,Upper West Side,40.79764,-73.96177,Entire home/apt,99,30,82,2019-07-07,0.65,1,275
21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82803,-73.94731,Private room,99,1,3,2019-10-21,0.13,1,365
21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74008,-74.00271,Private room,85,7,36,2020-01-19,0.29,2,364
23135,House On Henry (3rd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67967,-74.00154,Entire home/apt,150,2,259,2020-02-03,2.08,3,364
23545,Upper Upper West Side Townhouse 2bd/2ba,92411,Karen,Manhattan,Harlem,40.82748,-73.95069,Entire home/apt,200,30,219,2019-06-17,1.73,1,0
23686,2000 SF 3br 2ba West Village outdoor living house,93790,Ann,Manhattan,West Village,40.73096,-74.00319,Entire home/apt,408,5,49,2019-12-31,0.50,2,269
24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",97219,Seth,Brooklyn,Williamsburg,40.71332,-73.94177,Private room,112,3,352,2020-03-12,2.83,1,58
24285,Beautiful Duplex Apartment,97797,Brenda,Brooklyn,Park Slope,40.66941,-73.98109,Entire home/apt,220,30,88,2018-11-02,0.71,1,365
25235,Large 2 Bedroom Great for Groups!,87773,Shelly,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377,Entire home/apt,110,5,170,2020-02-29,1.36,2,265
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71459,-73.94844,Entire home/apt,83,30,29,2018-05-26,0.34,1,0
25696,"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,82,1,190,2020-01-01,1.59,1,364
25793,Big Cozy One Bedroom,108326,Virginia,Brooklyn,Clinton Hill,40.68288,-73.9633,Entire home/apt,100,4,0,,,1,365
26012,Sunny 2-story Brooklyn townhouse w deck and garden,109589,Jessica,Brooklyn,Gowanus,40.68157,-73.98989,Entire home/apt,250,30,20,2019-07-30,0.18,1,51
26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,Manhattan,Hell's Kitchen,40.75527,-73.99291,Private room,59,2,374,2020-02-27,3.00,2,340
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68698,-73.96572,Private room,98,2,29,2020-01-02,0.26,5,270
26559,Beautiful Apartment East Village,112793,Sally,Manhattan,East Village,40.7288,-73.98192,Entire home/apt,140,7,12,2017-12-11,0.11,1,134
26785,Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.66853,-73.98912,Entire home/apt,90,30,470,2020-05-01,3.79,2,212
26969,2 story family home in Williamsburg,115307,Alexandra,Brooklyn,Williamsburg,40.71942,-73.95748,Entire home/apt,350,4,342,2020-01-03,2.83,1,88
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,Stacy,Manhattan,Upper West Side,40.77823,-73.97637,Entire home/apt,225,6,28,2019-07-12,0.25,1,337
27644,Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82754,-73.94919,Entire home/apt,170,2,209,2019-12-15,1.91,1,356
27659,3 Story Town House in Park Slope,119588,Vero,Brooklyn,South Slope,40.66499,-73.97925,Entire home/apt,250,2,16,2018-12-30,0.20,2,354
27759,apartment next to Central park,119900,Sylvie & Tim,Manhattan,Upper West Side,40.77842,-73.97556,Entire home/apt,170,7,20,2020-01-02,0.16,1,271
27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72245,-73.98527,Entire home/apt,100,4,25,2011-12-10,0.21,1,0
28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.778,-73.94822,Entire home/apt,150,5,21,2017-08-15,0.17,1,228
29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,3,64,2020-01-30,0.52,2,365
29455,Accommodations  Just For You #1,126607,Laurine,Manhattan,Harlem,40.81618,-73.94894,Entire home/apt,104,3,169,2020-08-01,1.38,4,284
29628,Sunny Room in New Condo,127608,Chris,Brooklyn,Clinton Hill,40.68414,-73.96351,Private room,89,3,281,2020-02-17,2.26,1,364
29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,Manhattan,East Village,40.72392,-73.99143,Entire home/apt,105,3,105,2020-07-31,0.84,1,329
30031,NYC artists’ loft with roof deck,129352,Sol,Brooklyn,Greenpoint,40.73494,-73.9503,Private room,49,3,196,2020-02-12,1.67,1,0
31130,Most Central Location!,117287,Lara,Manhattan,Hell's Kitchen,40.76754,-73.98399,Private room,134,1,66,2020-06-02,0.53,3,1
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73442,-74.00303,Entire home/apt,65,29,29,2020-06-30,0.25,1,4
31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,Flatlands,40.63188,-73.93248,Private room,80,2,4,2019-10-14,0.03,1,178
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,80,2,460,2020-08-02,3.74,2,351
32023,Flat Macdonough,137974,Khem,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,Entire home/apt,125,3,263,2020-03-16,2.15,2,131
32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,139,4,92,2020-02-09,0.75,3,365
32041,Large SoHo Apartment. 950 sqft,138073,Gaspard,Manhattan,SoHo,40.72718,-74.00244,Entire home/apt,300,6,8,2015-01-06,0.06,1,148
32289,"Sun-drenched, artsy modernist 1 BDRM duplex",139612,Elisabeth,Brooklyn,Williamsburg,40.71561,-73.94835,Entire home/apt,199,3,10,2018-06-11,0.09,1,286
32329,Fully Furnished Beautiful 1 Bedroom,139853,Victor,Manhattan,East Village,40.72895,-73.98377,Entire home/apt,160,14,3,2016-08-19,0.03,1,363
32331,"Sunny, Cobble Hill Apartment",139874,Sarah,Brooklyn,Cobble Hill,40.6857,-73.99183,Entire home/apt,140,2,4,2016-04-24,0.03,1,0
32363,Fully Furnished Basement Apartment,140025,Fredah,Queens,Flushing,40.74028,-73.83168,Private room,70,2,1,2011-09-19,0.01,1,13
32965,FLAT MACDONOUGH GARDEN,137974,Khem,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,Entire home/apt,115,3,141,2020-02-17,1.64,2,126
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,215,4,252,2020-02-19,2.05,1,304
33014,NYC Zen,143048,Paula,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,125,1,34,2019-08-15,0.28,1,272
33156,"Sunny, Clean Zen Home w pr.Bath",128669,Alex,Manhattan,Upper West Side,40.78849,-73.96883,Entire home/apt,150,10,19,2016-07-07,0.17,1,306
36442,Great location. Spacious 2BR near PROSPECT PARK,137432,Paz,Brooklyn,Prospect Heights,40.67447,-73.96619,Entire home/apt,121,15,4,2018-08-27,0.04,1,242
36647,Private Bdrm/Bathrm. New! Elevator!,157798,Irene,Manhattan,East Harlem,40.79295,-73.93997,Private room,79,3,34,2017-05-29,0.28,1,168
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,200,1,136,2020-03-05,1.12,1,330
36934,Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,2018-12-27,0.23,1,227
37042,2BR Flex in Hudson Yards near Penn Station,159917,Sabina,Manhattan,Chelsea,40.75295,-73.99801,Entire home/apt,125,10,25,2018-06-27,0.20,1,0
37197,BRIGHT EAST VILLAGE APT IN TRENDY AREA,160605,V.,Manhattan,East Village,40.72125,-73.98177,Entire home/apt,171,2,64,2019-12-28,0.59,1,88
38638,Light and Airy Upper East Side 1 BDR apartment,92788,Sara,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,199,4,133,2019-12-16,1.09,2,344
38663,Luxury Brownstone in Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68559,-73.98094,Entire home/apt,650,3,23,2018-12-31,0.23,1,365
39267,CENTRAL PARK LOFT all for YOU,168417,Marie,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,261,2020-03-14,2.52,2,267
39282,“Work-from-home” from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.71088,-73.95055,Private room,50,4,219,2020-07-16,1.79,1,60
39572,1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76233,-73.98854,Private room,139,3,44,2019-01-03,0.36,2,258
39586,Hudson view & near Central Park elegant room,12220,Corina E.,Manhattan,Upper West Side,40.77953,-73.98829,Private room,123,1,181,2019-03-31,1.51,2,365
39593,A room of own w/ a Manhattan view,110506,Myung,Queens,Sunnyside,40.74559,-73.92313,Private room,73,30,29,2019-12-22,0.24,1,74
39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,2,337,2019-12-12,2.77,2,0
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,174025,Sylvia,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,2016-09-23,0.06,1,365
41513,Convenient cozy cheap apt Manhattan,181167,Lorenzo,Manhattan,Harlem,40.82704,-73.94907,Entire home/apt,80,3,2,2015-11-02,0.03,1,0
42300,Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71824,-73.99315,Entire home/apt,450,5,57,2017-07-10,0.47,1,303
42729,House On Henry (2nd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.6783,-74.00135,Entire home/apt,140,2,169,2020-01-01,1.40,3,365
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64633,-74.08156,Private room,70,2,176,2019-12-31,1.55,1,349
43726,"Apartment in Tribeca, NYC Panoramic VIEWS~",191091,Ev,Manhattan,Tribeca,40.71915,-74.01017,Entire home/apt,259,3,11,2020-03-14,1.12,1,156
44096,Room with a View,190409,Waundell,Bronx,Highbridge,40.83232,-73.93184,Private room,50,1,277,2020-02-25,2.29,3,364
44161,Williamsburg Old School Light x Airy x Rustic Loft,193360,Young,Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,140,2,193,2016-07-06,1.58,1,227
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69098,-73.97113,Private room,110,2,231,2020-02-11,1.92,2,359
44288,CO-VID IMMUNE! Entire studio in West Village,193637,Sara,Manhattan,West Village,40.73756,-74.00405,Entire home/apt,107,3,90,2020-06-15,0.74,1,255
44472,Large Artist Designer Loft in NoHo,170703,L Tree,Manhattan,NoHo,40.72825,-73.99286,Entire home/apt,550,5,26,2019-12-20,0.21,1,270
44506,Accommodations Galore: #3,126607,Laurine,Manhattan,Harlem,40.81526,-73.94791,Entire home/apt,115,3,97,2020-03-14,0.80,4,319
45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,100,2,18,2018-12-17,0.76,1,0
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,251,2020-06-26,2.08,2,175
45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40.70382,-73.89797,Entire home/apt,339,4,13,2019-11-12,0.12,5,365
45935,Room in Beautiful Townhouse.,204586,L,Bronx,Port Morris,40.8064,-73.92395,Private room,60,3,0,,,1,83
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,4,129,2020-03-04,1.10,1,347
45940,Bright Spacious Luxury Condo,204724,Miyoung,Brooklyn,Williamsburg,40.71627,-73.9587,Entire home/apt,209,1,35,2019-10-09,0.50,1,0
46544,Park Slope haven 15 mins from Soho,8198,Monica,Brooklyn,Park Slope,40.67994,-73.97863,Entire home/apt,150,4,58,2020-03-18,0.49,1,238
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.67868,-73.97307,Private room,100,3,51,2019-06-24,0.42,3,229
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,2012-09-03,0.25,1,365
47370,Chelsea Studio sublet 1 - 2 months,214287,Alex,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,132,3,3,2015-07-17,0.03,1,0
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,192,30,116,2019-10-29,0.98,1,41
50447,"Lovely Apt & Garden;  Legal; Amenities, Spotless",9744,Laurie,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,129,4,170,2020-08-03,1.43,3,349
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77333,-73.95199,Private room,130,14,0,,,2,0
51850,( F) Excellent/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,2,53,2019-09-03,0.44,6,365
53137,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,2019-07-01,0.43,1,0
53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,80,2,11,2017-11-13,0.30,1,0
53469,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,100,7,33,2015-05-09,0.28,5,365
53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,160,4,6,2015-10-08,0.06,5,365
53477,3 floors of luxury!,204539,Mark,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,350,6,20,2019-08-09,0.59,5,0
54158,The Institute—Heart of Williamsburg,10889,Bob,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,249,2,370,2019-12-28,3.15,2,7
54453,MIDTOWN WEST - Large alcove studio,255583,Anka,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,146,6,10,2014-01-07,0.08,1,363
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,,,1,365
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,50,2,100,2020-08-15,12.82,3,0
54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,161,1,122,2020-01-03,1.04,5,365
54626,Cozy bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83075,-73.93058,Private room,55,1,181,2020-03-06,1.66,3,364
54694,(H) Great Deal/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,2,62,2018-01-01,0.52,6,365
54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,228,2020-03-20,1.91,1,342
55498,Modern comfort in art infused landmark Brownstone,262138,Tami,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,79,14,42,2020-03-15,0.36,1,108
55668,"Noho/East Village, Entire Apt 1 and 1/2 BATH",88209,Jason,Manhattan,NoHo,40.72773,-73.99134,Entire home/apt,130,2,115,2018-12-05,1.03,1,90
