id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2976105,Crown (Prospect) Heights Brooklyn Room,3259274,Hannah,Brooklyn,Crown Heights,40.67479,-73.95722,Private room,65,2,2,2015-09-07,0.03,2,77
2977232,"Priv Room in Artists UES Apt, Central Park & Train",15185319,Alesandra,Manhattan,East Harlem,40.79285,-73.94482,Private room,75,1,326,2020-03-15,4.43,1,362
2978421,Hip Chinatown Apt in Great Location,5418972,Nico,Manhattan,Chinatown,40.71433,-73.99028,Entire home/apt,125,2,11,2019-05-31,0.20,1,0
2979097,Perfect NYC Flat! Modern/ROOMBA CLEANER,13347167,AFI Apartments,Manhattan,Upper East Side,40.77233,-73.9572,Entire home/apt,122,30,4,2020-03-31,0.09,30,365
2979714,Cozy Private RM Near Central Park N,15198359,Grace Brigitte,Manhattan,Harlem,40.80095,-73.9541,Private room,85,7,107,2020-01-03,1.43,2,320
2983952,Williamsburg Oasis of Art,11018460,Patricia,Brooklyn,Williamsburg,40.71593,-73.95642,Entire home/apt,105,3,4,2016-09-27,0.08,2,0
2984662,Brooklyn Heights - 1 Bedroom,15179425,Chris,Brooklyn,Brooklyn Heights,40.69443,-73.99068,Entire home/apt,150,2,10,2018-09-14,0.13,1,0
2985678,2BR on Express 2 stops to Manhattan,1720071,Karen And Ben,Brooklyn,Sunset Park,40.65841,-73.99664,Entire home/apt,146,30,140,2020-01-01,1.88,1,363
2987465,"Chic, Modern Apt Near Central Park!",13347167,AFI Apartments,Manhattan,Upper East Side,40.77222,-73.95544,Entire home/apt,116,30,6,2020-01-31,0.09,30,365
2994536,The Perfect Greenpoint Getaway,15265839,Danie,Brooklyn,Greenpoint,40.73057,-73.95023,Private room,70,2,8,2016-07-03,0.13,1,0
2994648,One Bedroom in Williamsburg/Bushwick,1978940,Naomi,Brooklyn,Williamsburg,40.70741,-73.94506,Entire home/apt,115,5,11,2019-11-10,0.42,1,363
2994659,Private cozy room,15266695,Sergey & Kate,Brooklyn,Bensonhurst,40.62019,-73.99624,Private room,61,1,167,2020-04-10,2.82,1,163
2995000,Bright Brooklyn garden apartment!,1971142,David,Brooklyn,Bedford-Stuyvesant,40.68271,-73.94295,Entire home/apt,148,3,223,2020-02-13,2.92,1,258
2995209,"Gorgeous 1-BR, Colorful Design. OFFICE READY!!!",13347167,AFI Apartments,Manhattan,Upper East Side,40.77126,-73.95671,Entire home/apt,103,30,1,2014-06-14,0.01,30,335
2995459,Flex 2BR Loft: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72525,-73.9418,Entire home/apt,119,30,7,2020-03-19,0.11,52,334
2995701,Sun filled 2BR in BedStuy Townhouse,15271110,Josandra,Brooklyn,Bedford-Stuyvesant,40.68548,-73.92039,Entire home/apt,123,10,331,2020-03-15,4.43,1,321
2997377,"Cosy HUS Room, furnished & all utilities included!",5986790,Gen,Manhattan,Washington Heights,40.83383,-73.94469,Private room,45,31,15,2019-09-15,0.30,6,45
3003127,Private Room with Full Amenities,11998560,Ruby,Brooklyn,Crown Heights,40.67401,-73.92833,Private room,83,1,6,2019-06-30,0.09,2,228
3003228,Prime Tribeca! Breathtaking View,1475015,Mike,Manhattan,Chinatown,40.7178,-74.00311,Entire home/apt,130,30,2,2015-02-21,0.03,51,365
3004969,Prime Studio in SOHO,8926492,Sam,Manhattan,SoHo,40.72401,-74.0023,Entire home/apt,110,15,11,2016-10-15,0.15,1,242
3005261,Hudson Heights Art Deco,7629544,Alison,Manhattan,Washington Heights,40.85719,-73.93573,Private room,185,2,34,2018-08-07,0.46,1,365
3005990,Beautiful Large Room in Park Slope,15318802,Jessie,Brooklyn,Sunset Park,40.66528,-73.99382,Private room,45,1,4,2018-05-15,0.05,1,0
3010430,Studio in Center of Chelsea,15341568,Selma,Manhattan,Chelsea,40.74227,-73.99362,Entire home/apt,180,1,6,2014-08-25,0.08,1,0
3010664,"3 story Brownstone w/ giant backyard, near Park",5663597,Amir,Brooklyn,Prospect Heights,40.67553,-73.96376,Entire home/apt,346,6,16,2019-09-02,0.22,1,8
3010988,Big Private room in Brooklyn Brownstone,13208084,Sheki,Brooklyn,Crown Heights,40.6769,-73.94483,Private room,40,7,4,2019-10-01,0.07,3,364
3012871,Williamsburg Luxury Apton Bedford,1504257,Neomi,Brooklyn,Williamsburg,40.71756,-73.95579,Entire home/apt,220,13,28,2020-07-15,0.38,1,337
3013158,Alcove Studio in Downtown Manhattan,15355526,Nattie,Manhattan,Chelsea,40.73893,-73.99464,Entire home/apt,364,2,12,2015-11-02,0.16,1,0
3013668,Bright Apt in Bushwick Brooklyn,15358791,Arnan & Zahira,Brooklyn,Bushwick,40.70113,-73.91119,Entire home/apt,175,5,7,2019-08-15,0.11,1,0
3018285,Heart of Manhattan: Charming 1BD,67180,Nicholas,Manhattan,West Village,40.73722,-74.00043,Entire home/apt,190,1,11,2018-10-17,0.15,1,0
3018422,Private Room with Private Bath,8656650,Genny,Manhattan,Harlem,40.80453,-73.95699,Private room,110,2,37,2018-12-09,0.49,1,237
3019237,"Carroll Gardens Row House, Brooklyn",7249524,Kellie,Brooklyn,Gowanus,40.67729,-73.99164,Entire home/apt,375,3,2,2016-08-22,0.04,1,0
3021617,1BR Doorman Bldg Boerum Hill BK,10842335,Brian,Brooklyn,Downtown Brooklyn,40.68968,-73.98404,Entire home/apt,135,2,0,,,1,0
3026848,NYC Finest location!~amazing view!!,1475015,Mike,Manhattan,Murray Hill,40.74361,-73.97249,Entire home/apt,150,30,2,2016-11-29,0.03,51,365
3032355,Cozy bedroom - Upper East Side,15445130,Sarah,Manhattan,Upper East Side,40.76712,-73.95668,Private room,70,2,1,2014-06-09,0.01,1,0
3035621,Large Sunny Apt w/ Friendly Sisters,15461030,Andrea,Manhattan,Harlem,40.82611,-73.94984,Private room,45,7,16,2016-08-19,0.27,1,14
3038797,Duplex Studio: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.7276,-73.94029,Entire home/apt,99,30,5,2019-08-05,0.08,52,365
3039110,Yankee stadium Single room overlooking Backyard,8159536,Genae,Bronx,Concourse Village,40.83288,-73.91834,Private room,35,1,23,2020-06-08,0.32,3,354
3039332,1910 Town House in leafy Kensington,15476280,Jacques,Brooklyn,Kensington,40.64638,-73.97723,Entire home/apt,499,7,2,2015-08-11,0.03,2,0
3039888,Very unique - half block from Industry City,15478980,William,Brooklyn,Sunset Park,40.65513,-74.00621,Shared room,80,1,12,2019-12-11,0.20,1,90
3040585,Awesome Studio East 58&3rd avenue!,1475015,Mike,Manhattan,Midtown,40.76132,-73.96612,Entire home/apt,86,30,0,,,51,365
3040654,Sunny Bedroom In Astoria!,6041,Miranda,Queens,Ditmars Steinway,40.77748,-73.90971,Private room,48,2,14,2018-01-02,0.22,1,0
3041280,Crown Heights Duplex Apt.,4401973,Juan Felipe,Brooklyn,Prospect-Lefferts Gardens,40.6602,-73.95043,Private room,95,1,1,2015-06-30,0.02,1,0
3041785,Luxury Space  East Village 3 Bedrm sleeps 7,15430260,Michelle,Manhattan,East Village,40.72889,-73.98853,Entire home/apt,499,1,170,2020-03-14,2.33,1,361
3041973,=== BRAND NEW = 1 bdr in MIDTOWN EAST ===,1475015,Mike,Manhattan,Kips Bay,40.74253,-73.97882,Entire home/apt,83,30,3,2020-07-31,0.05,51,248
3043467,Room in Duplex Apartment,10432817,Deedles,Brooklyn,Brooklyn Heights,40.69405,-73.99634,Private room,70,8,19,2020-01-01,0.48,4,90
3046941,Awesome 2 bedroom~murray hill~deal,1475015,Mike,Manhattan,Kips Bay,40.74359,-73.97399,Entire home/apt,130,30,6,2017-06-30,0.09,51,365
3047903,Cozy Room Next to Prospect Park,4522418,Brooke,Brooklyn,Flatbush,40.65216,-73.95984,Private room,55,5,0,,,1,356
3048234,"=== CENTRAL PARK 1 bdr = Elevator, Laundry =",1475015,Mike,Manhattan,Hell's Kitchen,40.76866,-73.98616,Entire home/apt,110,30,6,2018-10-04,0.08,51,365
3050544,Large 2 Full BR 15min to Manhattan!,2534076,Helen,Brooklyn,Park Slope,40.6728,-73.97166,Entire home/apt,245,4,3,2014-08-17,0.04,1,0
3052214,Historic East Village,11032252,Teryl,Manhattan,East Village,40.72866,-73.97836,Entire home/apt,150,2,13,2016-01-03,0.17,1,363
3052726,Great apt in awesome area,15542183,Brian,Manhattan,Upper West Side,40.78576,-73.97594,Entire home/apt,300,3,105,2020-01-01,1.42,1,305
3052904,Spacious Upper East Side Pvt. Room,15543098,Carlos,Manhattan,Upper East Side,40.77401,-73.9457,Private room,55,1,2,2016-12-31,0.03,1,0
3056451,One Bedroom close to everything!,15559190,Kerry,Manhattan,West Village,40.72916,-74.00433,Entire home/apt,120,3,5,2016-10-28,0.07,1,0
3058087,Fully Furnished Luk Room including Air Conditiner!,5986790,Gen,Manhattan,Washington Heights,40.83568,-73.94457,Private room,42,31,4,2020-02-03,0.15,6,365
3059273,1 bedroom  in  Nolita/Soho,15569250,SoSo,Manhattan,Nolita,40.72118,-73.99682,Private room,110,2,18,2020-03-14,0.41,1,362
3060297,Safe Chelsea block by Hudson Yards & many Subways,7245581,Michael,Manhattan,Chelsea,40.74897,-73.9968,Entire home/apt,67,100,19,2020-06-01,0.28,18,364
3060651,Cozy East Village Studio,15578838,Cameran,Manhattan,East Village,40.72944,-73.98227,Entire home/apt,150,2,3,2017-12-29,0.06,1,90
3060745,"Furnished Sublet, Manhattan, Harlem",7101220,David,Manhattan,East Harlem,40.79245,-73.94563,Private room,28,30,1,2015-07-31,0.02,1,0
3061093,Penthouse in Williamsburg w/ Patio!,15579200,Marc,Brooklyn,Williamsburg,40.7172,-73.9616,Entire home/apt,240,2,18,2015-11-12,0.24,1,0
3061106,Private Room in Cozy Downtown Apt!,15581137,Maya,Manhattan,West Village,40.73229,-74.004,Private room,136,2,0,,,1,0
3061995,Explore NYC - 1 Stop to Manhattan!,6653718,Kara Ayn,Queens,Long Island City,40.74902,-73.94066,Private room,70,3,180,2020-03-14,2.37,1,90
3066892,1br Loft: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72691,-73.94041,Entire home/apt,99,30,6,2019-07-05,0.09,52,286
3067062,Musician's Private Room,5317082,Kells,Brooklyn,Williamsburg,40.71477,-73.94105,Private room,100,90,12,2019-08-11,0.17,2,0
3067093,Stylish East Village Studio near Union Sq,3541594,Jennifer,Manhattan,East Village,40.73057,-73.99034,Entire home/apt,207,2,13,2019-07-14,0.61,1,0
3067244,Bright Prospect Park Charmer,3241305,Emilia,Brooklyn,Prospect-Lefferts Gardens,40.65962,-73.96063,Entire home/apt,99,2,46,2020-02-17,0.61,1,0
3067670,"sunny 3 Bedrrom great view, Chelsea",2539525,Eran,Manhattan,Chelsea,40.74221,-73.9974,Entire home/apt,220,8,6,2019-08-10,0.08,1,0
3068047,Upper East Side Steal,15613241,Courtney,Manhattan,Upper East Side,40.78145,-73.95588,Entire home/apt,250,3,3,2015-10-11,0.05,1,0
3068109,Beautifully Furnished Prvt Rm,15612564,Ila,Manhattan,Hell's Kitchen,40.76251,-73.99247,Private room,125,2,98,2018-01-15,1.34,1,365
3068145,Cozy & Modern Studio | Central Park,13347167,AFI Apartments,Manhattan,Upper East Side,40.77209,-73.9563,Entire home/apt,114,30,15,2020-04-05,0.20,30,362
3068852,Beautiful & Modern | Top Location!,13347167,AFI Apartments,Manhattan,Upper East Side,40.77224,-73.95629,Entire home/apt,117,30,7,2018-06-02,0.11,30,365
3072242,Sunny and Spacious apt in Bushwick,3053987,Darwin And Nicole,Brooklyn,Bushwick,40.69158,-73.92115,Entire home/apt,77,3,10,2015-05-20,0.13,2,0
3073195,Spacious room in great neighborhood,15639713,Agustina,Brooklyn,Williamsburg,40.70442,-73.95413,Private room,75,4,6,2015-12-01,0.10,1,0
3079567,Soho/Nolita cozy 2 bedroom apartment.,740656,Einar,Manhattan,Nolita,40.72293,-73.99413,Entire home/apt,336,30,184,2020-02-19,2.43,1,240
3080233,1BR UNFURN SUBLET in Williamsburg,15674437,Benjamin,Brooklyn,Williamsburg,40.70789,-73.94632,Entire home/apt,220,29,4,2014-08-15,0.05,1,0
3081771,Luxurious Brooklyn Getaway!,15681707,Chester,Brooklyn,Crown Heights,40.67489,-73.91405,Entire home/apt,99,2,211,2020-03-09,3.23,2,270
3083197,Spectacular East Village Townhouse with garden,15688520,Alex,Manhattan,East Village,40.72592,-73.97991,Entire home/apt,699,3,55,2020-07-27,0.74,2,13
3083899,Charming Studio on Upper West Side,15638528,Lindsey,Manhattan,Upper West Side,40.78087,-73.97812,Entire home/apt,120,1,1,2014-07-10,0.01,1,0
3084473,One Bedroom Apartment,5691429,Patrick,Manhattan,Morningside Heights,40.80739,-73.95918,Entire home/apt,100,1,5,2014-12-22,0.07,1,0
3089577,Spacious 2 bd 2 bth apt 45 min from Time Sq sleep6,15636404,Anneta,Brooklyn,Borough Park,40.61098,-73.9742,Entire home/apt,205,4,4,2018-08-25,0.08,1,364
3090922,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",4936720,Mac,Brooklyn,Williamsburg,40.7152,-73.95445,Private room,68,1,74,2020-02-04,1.37,2,0
3091202,Great 1bd!Murray Hill NYC~renovated,1475015,Mike,Manhattan,Kips Bay,40.74252,-73.97789,Entire home/apt,73,30,8,2020-04-04,0.11,51,289
3091872,Beautiful private 2 bedroom in prime Greenpoint,2308616,Rebecca,Brooklyn,Greenpoint,40.7245,-73.95022,Entire home/apt,100,14,1,2017-08-07,0.03,1,0
3093104,Huge Comfy & Creative Room,15730873,Jasmine,Manhattan,Washington Heights,40.85768,-73.92678,Private room,71,1,1,2015-07-07,0.02,2,364
3093240,Lovely Guestroom in Brownstone,7136700,Michelle,Brooklyn,Crown Heights,40.67104,-73.94562,Private room,56,3,100,2019-12-28,1.35,4,224
3093469,"Chic, Private, Clean Apt in Ft Greene",7107807,Crystal & Clee,Brooklyn,Clinton Hill,40.68541,-73.96728,Private room,113,4,116,2020-07-05,1.53,1,44
3095119,"Great apartment, heart of Brooklyn",15740819,Heather,Brooklyn,Fort Greene,40.69071,-73.97057,Entire home/apt,175,30,38,2017-07-31,0.52,2,0
3095477,Luxury Family Sunny 2 bdrm 1 bath Apt Park Slope,15743167,Cristina,Brooklyn,South Slope,40.66508,-73.98974,Entire home/apt,160,2,14,2018-06-10,0.38,1,0
3095502,Cozy 1BR Apartment by Subway,10930874,Tyler,Queens,Forest Hills,40.72713,-73.84946,Entire home/apt,100,1,1,2014-09-04,0.01,1,0
3098703,At home in Historic Harlem,9716281,Sarah,Manhattan,Harlem,40.80399,-73.94665,Private room,100,7,93,2020-03-24,1.23,1,179
3100156,Your own studio apt in Upper East,1906150,Susana,Manhattan,Upper East Side,40.7759,-73.94227,Entire home/apt,112,7,109,2020-01-04,1.44,1,357
3101058,Entire One Bedroom Apartment next to Prospect Park,15767190,Mark,Brooklyn,Flatbush,40.65235,-73.9635,Entire home/apt,109,2,2,2017-06-28,0.05,1,0
3101140,Large Sunny Room with Huge patio in Wburg,9229108,Etan,Brooklyn,Greenpoint,40.72126,-73.93961,Private room,58,6,15,2019-05-11,0.46,1,175
3103596,BIG Private Room in NYC APT.,15778597,Ayo,Manhattan,Harlem,40.82243,-73.94786,Private room,50,2,2,2016-01-03,0.03,1,365
3104652,West Chelsea Apt! AMAZING Location!,15783686,Matt,Manhattan,Chelsea,40.74765,-74.0042,Entire home/apt,325,4,6,2016-12-06,0.10,1,0
3105531,Bright & lovely Upper East Side apt,9306192,Su-En,Manhattan,Upper East Side,40.77766,-73.9561,Entire home/apt,750,6,0,,,1,0
3105986,Steps away from Brooklyn museum,8822946,Mariam,Brooklyn,Crown Heights,40.67228,-73.96239,Entire home/apt,135,5,4,2015-10-17,0.06,1,0
3106154,"Safe, Cozy, Cute and Cheap",2885147,Marty,Queens,Rego Park,40.7246,-73.85744,Entire home/apt,52,2,1,2014-05-24,0.01,1,0
3110978,Beautiful Room in a 3 Bd Apartment,15810320,Eva,Brooklyn,Sunset Park,40.64977,-74.00708,Private room,75,2,2,2014-10-15,0.03,1,365
3111416,Charming and Artsy LES 1-Bedroom,3765042,Grant,Manhattan,Lower East Side,40.71848,-73.98159,Entire home/apt,63,28,16,2019-12-15,0.21,1,258
3112284,Spacious room in flushing ny ❤️,15815237,Mack,Queens,Flushing,40.76428,-73.83225,Private room,59,3,35,2016-12-31,0.49,1,363
3112872,Sunny Studio Near Central Park,2641574,Meredith,Manhattan,Upper West Side,40.77573,-73.98264,Entire home/apt,215,2,8,2015-06-21,0.11,1,0
3112953,Spectacular Townhouse with your own private patio,15688520,Alex,Manhattan,East Village,40.72488,-73.97996,Private room,250,4,13,2019-12-08,0.17,2,254
3114929,Modern Stylish and Legendary. Couples or Families,14911623,Nicholas,Manhattan,Harlem,40.81736,-73.93921,Entire home/apt,275,2,2,2019-05-19,0.08,1,88
3116312,Beautiful LARGE ROOM in Harlem,15835028,Lucija,Manhattan,Harlem,40.81334,-73.94491,Private room,111,7,0,,,3,0
3116327,Beautiful Bedroom in Harlem,15835028,Lucija,Manhattan,Harlem,40.81441,-73.94672,Private room,94,3,0,,,3,0
3120723,Charming Private Studio in LES,15853337,Julia,Manhattan,Lower East Side,40.72165,-73.98573,Entire home/apt,160,2,6,2015-06-19,0.08,1,0
3120957,"Clean, Safe, Convenient, Comfy",8703,Michael,Manhattan,Harlem,40.80699,-73.94227,Shared room,207,1,8,2016-09-29,0.11,1,180
3121176,1 BEDROOM APT IN PRIME WILLIAMSBURG,3663033,Jehan,Brooklyn,Williamsburg,40.71662,-73.95993,Entire home/apt,50,7,4,2016-03-09,0.06,1,0
3121851,Amazing 1BD! Renovated Col Circle!!,1475015,Mike,Manhattan,Hell's Kitchen,40.76825,-73.98573,Entire home/apt,110,30,8,2018-08-15,0.15,51,365
3122230,Cozy Harlem Home,15859636,Kyle,Manhattan,Harlem,40.81595,-73.9447,Private room,125,1,0,,,1,0
3122636,"East Village - Family friendly, specious and quiet",4025280,Alon & Adi,Manhattan,Upper East Side,40.78276,-73.95299,Entire home/apt,250,8,24,2020-02-19,0.32,1,20
3131756,Beautiful 3 Bedroom apt in Bed-Stuy,2213809,Dean,Brooklyn,Bedford-Stuyvesant,40.68176,-73.92883,Entire home/apt,151,30,259,2020-03-19,3.49,1,282
3131982,"Spacious, Sunny Apartment in BK!",15904341,Monica,Brooklyn,Crown Heights,40.67231,-73.94426,Entire home/apt,65,5,6,2018-06-21,0.10,1,0
3132960,Lovely Park Slope Pied a Terre,2472358,Craig,Brooklyn,Park Slope,40.67668,-73.97718,Entire home/apt,250,5,2,2018-12-31,0.09,1,87
3136535,"Peaceful, Upper East Side Studio",15414317,Madeleine,Manhattan,Upper East Side,40.76299,-73.96166,Entire home/apt,150,5,10,2017-09-23,0.13,1,0
3137906,Lovely room in Williamsburg,3814039,Natalie,Brooklyn,Williamsburg,40.70921,-73.95178,Private room,68,3,60,2020-03-24,0.81,1,179
3143311,Lower Eastside - Perfect Room,15518085,Isabelle,Manhattan,Lower East Side,40.71973,-73.98993,Private room,110,14,2,2015-01-11,0.03,1,288
3143596,Open Loft in Historic Townhome - Near Metro & Food,3323488,Tenisha & Marty,Brooklyn,Bedford-Stuyvesant,40.68452,-73.95535,Entire home/apt,118,2,119,2019-09-10,1.60,2,132
3143649,"Lovely Apt/Room in Ditmas Park, BK",15960720,Taylor,Brooklyn,Flatbush,40.64056,-73.96571,Private room,40,10,0,,,1,0
3143838,Williamsburg Penthouse Private Room,7784911,Marc,Brooklyn,Williamsburg,40.70724,-73.94217,Private room,95,3,10,2015-11-02,0.14,2,0
3144135,Cozy Garden View Apartment!  Perfect for Families!,10835806,Rick,Brooklyn,Bedford-Stuyvesant,40.68208,-73.92994,Entire home/apt,125,5,60,2019-03-29,1.00,1,227
3145484,Historic Townhome for Photo and Video Shoots,3323488,Tenisha & Marty,Brooklyn,Bedford-Stuyvesant,40.68695,-73.95427,Entire home/apt,700,1,29,2020-02-28,0.55,2,364
3147439,Charming West Village Studio With Cat,7361593,Samantha,Manhattan,West Village,40.72976,-74.00445,Entire home/apt,125,3,2,2017-11-11,0.03,1,0
3153140,Four-Bedroom Victorian Near Ferry,13530123,Lynn,Staten Island,St. George,40.64553,-74.08323,Entire home/apt,195,3,122,2020-01-05,1.64,1,272
3153464,Sunny 1 BD in trendy Prospect Heights Brooklyn.,16003147,Victoria And Juliana,Brooklyn,Prospect Heights,40.67391,-73.96739,Entire home/apt,105,21,6,2019-08-30,0.08,1,175
3157330,"clean, casual 2BD apt in bed-stuy!",9105586,Marc,Brooklyn,Bedford-Stuyvesant,40.68898,-73.9412,Entire home/apt,75,1,1,2015-02-12,0.01,1,0
3157420,Giant Private Room in Battery Park,4119683,Zachary,Manhattan,Battery Park City,40.71029,-74.01725,Private room,100,1,4,2016-07-26,0.06,1,0
3158256,"4 bedrooms, 3 bath Unit/share",23193,Paris,Brooklyn,Bedford-Stuyvesant,40.68599,-73.93749,Private room,49,3,2,2015-11-14,0.03,5,363
3161739,Up among the trees in Bed Stuy,14736455,Anna,Brooklyn,Bedford-Stuyvesant,40.69394,-73.95017,Entire home/apt,115,7,56,2019-05-15,0.76,1,226
3162817,"Sunny, Williamsburg Condo",6754169,Ellie,Brooklyn,Williamsburg,40.71572,-73.94058,Entire home/apt,350,2,2,2015-08-02,0.03,2,0
3164173,Bright Studio in New WB Building,2338762,Masha,Brooklyn,Williamsburg,40.71808,-73.95511,Entire home/apt,175,1,12,2016-08-28,0.24,1,0
3166540,"Brownstone Duplex with Garden,Deck & 8' pool table",2323652,Mark,Brooklyn,Park Slope,40.678,-73.98049,Entire home/apt,270,3,6,2019-01-01,0.12,1,0
3167768,Family-friendly 3-bedroom close to Prospect Park,16067583,Natasha,Brooklyn,Prospect Heights,40.67765,-73.96378,Entire home/apt,250,28,25,2020-01-02,0.34,1,92
3168120,SPACIOUS & SUNNY East Village Gem,16069958,Nicholas,Manhattan,East Village,40.72854,-73.98434,Entire home/apt,171,2,1,2014-06-30,0.01,1,0
3171234,~ PRIME location Williamsburg sunny 3BR loft ~,2416036,Hadas,Brooklyn,Williamsburg,40.71765,-73.9624,Entire home/apt,375,5,0,,,1,0
3171480,HUGE 1BR in Prime West Village,6183406,Justin,Manhattan,West Village,40.73509,-74.00323,Entire home/apt,200,4,4,2016-09-22,0.06,1,0
3172778,Prime Williamsburg Family Art Loft,16109802,Daphna,Brooklyn,Williamsburg,40.71262,-73.95676,Entire home/apt,130,10,22,2019-08-17,0.30,1,12
3173148,Beautiful Williamsburg Palace!,6396561,Justin,Brooklyn,Williamsburg,40.70675,-73.94984,Entire home/apt,130,3,80,2020-03-25,1.07,1,212
3173412,Big room & private bathroom!,16092773,Erin & Becky,Brooklyn,Crown Heights,40.66638,-73.95229,Private room,125,2,36,2018-12-01,0.49,1,365
3175088,Clean and spacious loft in Chelsea,16100913,Anthony,Manhattan,Chelsea,40.74449,-73.99445,Entire home/apt,108,5,80,2020-03-08,1.06,1,283
3176526,Comfy room w p bath & patio in Purrfect BK Apt!,14325632,Sil & Fam,Brooklyn,Crown Heights,40.67476,-73.95312,Private room,136,2,21,2020-01-01,1.23,2,179
3176553,Studio Plus at Hilton West 57th,16107699,Mary,Manhattan,Midtown,40.76552,-73.97738,Entire home/apt,429,2,0,,,1,0
3176655,Lovely House in South Slope with backyard.,16108191,David,Brooklyn,South Slope,40.66488,-73.98725,Entire home/apt,225,4,2,2018-12-30,0.06,1,0
3177630,Large Studio w/ NEW MATTRESS in UES,16114134,Jeff,Manhattan,Upper East Side,40.77737,-73.95032,Entire home/apt,175,3,6,2016-06-13,0.08,1,0
3177702,Brooklyn Flat in Historic Row House,14902860,Velma,Brooklyn,Bedford-Stuyvesant,40.68291,-73.94613,Entire home/apt,150,3,51,2020-01-04,0.68,5,358
3181376,"Homey, inviting 1BR w/ lots of room",8158276,Matthew,Manhattan,Inwood,40.85893,-73.92985,Entire home/apt,100,3,1,2016-01-03,0.02,1,0
3185489,Private Bedroom in Nice Apt. Near Riverside Park!,16142344,Jeffrey,Manhattan,Harlem,40.82165,-73.95491,Private room,55,3,17,2019-07-23,0.23,1,227
3185829,2BR Private Apt Guest Homestay,16151285,Carol,Bronx,Williamsbridge,40.88075,-73.84845,Entire home/apt,90,3,70,2019-12-15,0.95,6,0
3186103,Park Slope 3 BR Duplex with Garden,16152979,Ryan,Brooklyn,Park Slope,40.67507,-73.97706,Entire home/apt,450,2,14,2019-12-26,0.19,1,0
3187925,Brownstone Luxury Apartment Facing Ft.Greene Park,11249746,Stanley,Brooklyn,Fort Greene,40.69117,-73.97421,Entire home/apt,215,5,32,2020-03-29,0.48,1,190
3191450,Cozy Bedroom by Prospect Park BKLYN,241593,Thomas,Brooklyn,Flatbush,40.64996,-73.9615,Private room,60,3,4,2015-07-23,0.06,2,0
3191925,Art Room + Backyard in Williamsburg,3772684,Glasshouse,Brooklyn,Williamsburg,40.70667,-73.94921,Private room,89,3,22,2017-09-04,0.29,2,89
3198018,Park slope 2BR duplex with garden,738918,Birgitta,Brooklyn,Park Slope,40.67561,-73.97823,Entire home/apt,200,3,109,2020-02-27,1.80,2,93
3198365,Cozy Close to Central Park,16209547,Gigi,Manhattan,Harlem,40.80185,-73.95667,Entire home/apt,200,2,155,2019-12-08,2.13,2,365
3198824,Bright 1 bedroom near Columbia,9523245,Albane,Manhattan,Upper West Side,40.79739,-73.96945,Entire home/apt,100,3,8,2017-07-09,0.11,1,0
3199681,Bright & Sunny FULLY FURNISHED Room,627678,Nathan,Queens,Forest Hills,40.73381,-73.85366,Private room,35,7,2,2018-08-20,0.08,2,364
3200198,Hell's Kitchen One Bedroom (near Times Square),16217769,Karlan,Manhattan,Hell's Kitchen,40.76309,-73.99155,Entire home/apt,375,4,1,2017-01-02,0.02,1,0
3200522,Brooklyn 3BR Near Subways,1369577,Thomas & Gaby,Brooklyn,Crown Heights,40.67499,-73.92427,Entire home/apt,68,21,201,2020-07-26,2.69,2,98
3200728,Sunlit Room near Prospect Park!,727114,Anthony,Brooklyn,Flatbush,40.64677,-73.96946,Private room,41,10,11,2015-07-03,0.15,1,0
3201696,Cozy 5 Bdrm in Historic Harlem NY,13789963,Larry,Manhattan,Harlem,40.82931,-73.94358,Entire home/apt,359,3,153,2020-02-28,2.08,1,334
3202590,The Lincoln,9209820,Althea,Brooklyn,Crown Heights,40.67138,-73.94949,Entire home/apt,220,30,94,2020-01-19,1.25,3,363
3206379,Luxury apartment in Manhattan.,16245979,Karima,Manhattan,Upper East Side,40.77059,-73.94991,Entire home/apt,280,2,17,2018-03-23,0.23,1,0
3207986,"Modern loft in Cobble Hill, BK",1874429,Lisa,Brooklyn,Boerum Hill,40.68558,-73.9903,Private room,135,1,104,2020-07-25,1.45,1,178
3208188,3BR Carroll Gardens townhouse loft,16254543,Jennifer,Brooklyn,Carroll Gardens,40.67863,-73.99399,Entire home/apt,360,3,8,2018-08-18,0.11,1,0
3208609,"W'burg Brooklyn, Sunny, Spacious, Private",1465030,Gautam,Brooklyn,Williamsburg,40.71042,-73.94702,Private room,70,5,0,,,1,0
3208904,Chic Designer’s Room & 2 Beds in Manhattan LES,16257970,Jackie,Manhattan,Lower East Side,40.71254,-73.98535,Private room,45,2,283,2020-03-10,3.75,2,244
3210405,BEAUTIFUL DESIGNER SOHO LOFT,16266298,Caroline,Manhattan,Little Italy,40.71883,-73.99716,Entire home/apt,220,2,119,2018-03-03,1.58,1,0
3212765,A single room  that converts  with bathroom,11837926,Anthony,Manhattan,Midtown,40.76427,-73.98034,Private room,140,7,17,2019-07-01,0.24,3,363
